NORTH,10/01/2016 11:33:36,30
NORTH,11/01/2016 11:33:36,30
NORTH,12/01/2016 11:33:36,30
NORTH,12/01/2016 11:35:49,30
NORTH,12/01/2016 11:36:09,30
NORTH,12/01/2016 11:37:14,30
NORTH,12/01/2016 11:37:33,30
NORTH,12/01/2016 11:39:06,30
NORTH,12/01/2016 11:41:08,30
NORTH,12/01/2016 11:43:09,30
NORTH,12/01/2016 11:45:28,30
NORTH,12/01/2016 11:47:14,30
NORTH,12/01/2016 11:48:13,30
SOUTH,10/01/2016 11:33:36,30
SOUTH,11/01/2016 11:33:36,30
SOUTH,12/01/2016 11:33:36,30
SOUTH,12/01/2016 11:35:49,30
SOUTH,12/01/2016 11:36:09,30
SOUTH,12/01/2016 11:37:14,30
SOUTH,12/01/2016 11:37:33,30
SOUTH,12/01/2016 11:39:06,30
SOUTH,12/01/2016 11:41:08,30
SOUTH,12/01/2016 11:43:09,30
SOUTH,12/01/2016 11:45:28,30
SOUTH,12/01/2016 11:47:14,30
SOUTH,12/01/2016 11:48:13,30
EAST,10/01/2016 11:33:36,30
EAST,11/01/2016 11:33:36,30
EAST,12/01/2016 11:33:36,30
EAST,12/01/2016 11:35:49,30
EAST,12/01/2016 11:36:09,30
EAST,12/01/2016 11:37:14,30
EAST,12/01/2016 11:37:33,30
EAST,12/01/2016 11:39:06,30
EAST,12/01/2016 11:41:08,30
EAST,12/01/2016 11:43:09,30
EAST,12/01/2016 11:45:28,30
EAST,12/01/2016 11:47:14,30
EAST,12/01/2016 11:48:13,30
WEST,10/01/2016 11:33:36,30
WEST,11/01/2016 11:33:36,30
WEST,12/01/2016 11:33:36,30
WEST,12/01/2016 11:35:49,30
WEST,12/01/2016 11:36:09,30
WEST,12/01/2016 11:37:14,30
WEST,12/01/2016 11:37:33,30
WEST,12/01/2016 11:39:06,30
WEST,12/01/2016 11:41:08,30
WEST,12/01/2016 11:43:09,30
WEST,12/01/2016 11:45:28,30
WEST,12/01/2016 11:47:14,30
WEST,12/01/2016 11:48:13,30
NORTH,12/02/2016 09:17:18,40
SOUTH,12/02/2016 09:17:18,40
WEST,12/02/2016 09:17:18,40
EAST,12/02/2016 09:17:18,40
NORTH,12/02/2016 09:17:20,40
EAST,12/02/2016 09:17:20,40
SOUTH,12/02/2016 09:17:20,40
WEST,12/02/2016 09:17:20,40
SOUTH,12/02/2016 09:17:22,40
EAST,12/02/2016 09:17:22,40
NORTH,12/02/2016 09:17:22,40
WEST,12/02/2016 09:17:22,40
EAST,12/02/2016 09:17:24,40
NORTH,12/02/2016 09:17:24,40
SOUTH,12/02/2016 09:17:24,40
WEST,12/02/2016 09:17:24,40
EAST,12/02/2016 09:17:26,40
